request_id,hour,pickup_zone,dropoff_zone,vehicle_tier,distance_km,duration_min,weather_condition,precipitation_mm_h,visibility_km,temperature_c,congestion_index,traffic_incidents,active_drivers,open_requests,dsr_ratio,rider_loyalty,subtotal_base_fare,weather_multiplier,traffic_multiplier,dsr_multiplier,time_multiplier,total_surge_multiplier,final_fare,driver_payout,platform_commission,acceptance_probability,is_accepted,is_capped
REQ-000107,14,SUBURB_NORTH,AIRPORT,PREMIUM,3.9,7.3,CLEAR,0.0,10.0,17.5,0.11,0,30,61,2.03,REGULAR,25.13,0.0,0.0,0.36,0.0,1.36,34.18,26.54,7.64,0.7852,1,0
REQ-000108,14,TECH_CORRIDOR,DOWNTOWN,XL,8.29,16.3,CLEAR,0.0,10.0,7.6,0.2,0,18,51,2.83,PLATINUM,33.19,0.0,0.0,0.64,0.0,1.64,54.43,42.95,11.48,0.8121,1,0
REQ-000109,9,FINANCIAL_DISTRICT,AIRPORT,PREMIUM,27.9,68.5,CLEAR,0.0,10.0,7.4,0.61,0,11,16,1.45,REGULAR,144.35,0.0,0.359,0.157,0.2,1.72,248.28,196.6,51.68,0.6064,1,0
REQ-000110,8,SUBURB_NORTH,AIRPORT,STANDARD,24.03,57.8,RAIN,12.2,5.5,15.8,0.49,0,40,67,1.68,GOLD,53.27,0.387,0.113,0.238,0.2,1.94,103.34,82.51,20.83,0.5948,1,0
REQ-000111,10,TECH_CORRIDOR,DOWNTOWN,COMFORT,27.35,64.3,DRIZZLE,0.0,10.0,14.9,0.29,0,10,27,2.7,GOLD,78.56,0.1,0.014,0.595,0.0,1.71,134.34,106.33,28.01,0.7183,0,0
REQ-000112,10,TECH_CORRIDOR,SUBURB_NORTH,COMFORT,17.76,44.8,THUNDERSTORM,32.7,1.5,21.6,0.29,0,39,48,1.23,REGULAR,53.96,1.2,0.014,0.08,0.0,2.29,123.57,99.64,23.93,0.2817,1,0
REQ-000113,23,AIRPORT,DOWNTOWN,PREMIUM,17.18,50.1,HEAVY_RAIN,45.2,2.0,12.2,0.44,0,11,71,6.45,REGULAR,98.69,1.109,0.08,1.2,0.15,3.5,345.41,283.73,61.68,0.021,0,1
REQ-000114,18,TECH_CORRIDOR,SUBURB_NORTH,COMFORT,23.36,50.0,SNOW,4.3,4.1,-12.7,0.58,0,55,17,0.31,GOLD,65.54,0.702,0.327,0.0,0.25,2.28,149.43,120.46,28.97,0.3936,0,0
REQ-000115,5,TECH_CORRIDOR,AIRPORT,PREMIUM,15.66,35.1,CLEAR,0.0,10.0,19.4,0.32,0,59,43,0.73,REGULAR,81.69,0.0,0.023,0.0,0.0,1.02,83.32,62.65,20.67,0.8921,1,0
REQ-000116,9,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,7.85,24.8,RAIN,11.5,6.8,18.2,0.65,0,26,25,0.96,REGULAR,37.36,0.379,0.408,0.0,0.2,1.99,74.35,59.46,14.89,0.4462,0,0
REQ-000117,22,SUBURB_NORTH,AIRPORT,COMFORT,9.55,21.0,CLEAR,0.0,10.0,29.9,0.35,0,25,44,1.76,REGULAR,29.71,0.0,0.034,0.266,0.0,1.3,38.62,29.86,8.76,0.8085,1,0
REQ-000118,7,TECH_CORRIDOR,FINANCIAL_DISTRICT,COMFORT,3.32,10.2,DRIZZLE,0.0,10.0,6.4,0.72,1,57,27,0.47,REGULAR,14.57,0.1,0.619,0.0,0.2,1.92,27.97,22.32,5.65,0.488,0,0
REQ-000119,9,FINANCIAL_DISTRICT,TECH_CORRIDOR,PREMIUM,14.41,30.0,CLEAR,0.0,10.0,22.4,0.44,0,54,14,0.26,PLATINUM,73.85,0.054,0.08,0.0,0.2,1.33,98.22,76.1,22.12,0.901,1,0
REQ-000120,23,FINANCIAL_DISTRICT,DOWNTOWN,PREMIUM,22.49,46.3,SNOW,14.1,7.5,-6.5,0.44,0,42,77,1.83,REGULAR,110.32,0.689,0.08,0.29,0.15,2.21,243.81,196.21,47.6,0.3221,0,0
REQ-000121,5,TECH_CORRIDOR,SUBURB_NORTH,XL,7.01,13.7,RAIN,10.8,6.9,5.4,0.17,0,47,61,1.3,GOLD,28.94,0.371,0.0,0.105,0.0,1.48,42.83,33.51,9.32,0.8158,1,0
REQ-000122,10,DOWNTOWN,TECH_CORRIDOR,STANDARD,6.8,13.6,THUNDERSTORM,20.3,1.5,17.1,0.18,0,24,56,2.33,REGULAR,16.26,1.128,0.0,0.465,0.0,2.59,42.11,34.17,7.94,0.1603,1,0
REQ-000123,22,DOWNTOWN,TECH_CORRIDOR,XL,6.15,17.0,RAIN,11.3,6.6,30.4,0.14,0,37,57,1.54,REGULAR,29.12,0.377,0.0,0.189,0.0,1.57,45.72,35.95,9.77,0.6883,1,0
REQ-000124,2,SUBURB_NORTH,FINANCIAL_DISTRICT,COMFORT,19.69,51.9,CLEAR,0.0,10.0,19.3,0.42,1,43,74,1.72,REGULAR,60.35,0.0,0.189,0.252,0.15,1.59,95.96,75.53,20.43,0.6779,1,0
REQ-000125,18,FINANCIAL_DISTRICT,SUBURB_NORTH,PREMIUM,5.02,10.5,CLEAR,0.0,10.0,29.3,0.43,1,34,68,2.0,REGULAR,30.98,0.0,0.194,0.35,0.25,1.79,55.45,44.03,11.42,0.5656,1,0
REQ-000126,6,AIRPORT,DOWNTOWN,PREMIUM,8.62,15.6,DRIZZLE,0.0,10.0,6.2,0.08,0,12,70,5.83,REGULAR,45.4,0.1,0.0,1.2,0.0,2.3,104.42,84.22,20.2,0.2769,0,0
REQ-000127,12,FINANCIAL_DISTRICT,TECH_CORRIDOR,XL,27.81,64.9,CLEAR,0.0,10.0,23.4,0.27,0,19,78,4.11,REGULAR,103.34,0.0,0.009,1.089,0.0,2.1,217.01,174.12,42.89,0.3823,1,0
REQ-000128,23,FINANCIAL_DISTRICT,DOWNTOWN,STANDARD,27.44,67.2,CLEAR,0.0,10.0,19.4,0.15,0,54,24,0.44,REGULAR,60.82,0.029,0.0,0.0,0.15,1.18,71.77,54.92,16.85,0.8492,1,0
REQ-000129,1,TECH_CORRIDOR,DOWNTOWN,COMFORT,7.36,14.3,CLEAR,0.0,10.0,23.1,0.15,1,36,39,1.08,REGULAR,23.08,0.044,0.12,0.0,0.15,1.31,30.23,23.39,6.84,0.8047,1,0
REQ-000130,18,DOWNTOWN,AIRPORT,XL,8.09,24.9,CLEAR,0.0,10.0,21.1,0.54,0,50,76,1.52,REGULAR,37.93,0.0,0.284,0.182,0.25,1.72,65.24,51.66,13.58,0.6064,1,0
REQ-000131,11,DOWNTOWN,AIRPORT,PREMIUM,16.45,30.7,SNOW,11.1,7.1,-8.8,0.2,0,22,48,2.18,GOLD,80.15,0.701,0.0,0.413,0.0,2.11,169.12,135.74,33.38,0.494,1,0
REQ-000132,4,SUBURB_NORTH,DOWNTOWN,PREMIUM,27.16,70.1,CLEAR,0.0,10.0,11.9,0.08,0,42,34,0.81,REGULAR,143.63,0.0,0.0,0.0,0.0,1.0,143.63,107.72,35.91,0.8966,1,0
REQ-000133,23,TECH_CORRIDOR,DOWNTOWN,STANDARD,6.89,19.7,DRIZZLE,0.0,10.0,10.9,0.41,0,21,34,1.62,PLATINUM,18.5,0.1,0.063,0.217,0.15,1.53,28.3,22.2,6.1,0.8492,1,0
REQ-000134,10,SUBURB_NORTH,FINANCIAL_DISTRICT,COMFORT,12.31,26.3,RAIN,7.6,6.1,14.7,0.26,0,54,70,1.3,GOLD,36.65,0.336,0.007,0.105,0.0,1.45,53.14,41.5,11.64,0.8264,1,0
REQ-000135,7,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,12.76,33.0,RAIN,3.2,6.2,20.8,0.53,0,44,41,0.93,REGULAR,52.6,0.286,0.272,0.0,0.2,1.76,92.58,73.43,19.15,0.5832,0,0
REQ-000136,15,AIRPORT,SUBURB_NORTH,PREMIUM,27.13,73.2,CLEAR,0.0,10.0,24.8,0.11,0,42,17,0.4,REGULAR,146.18,0.0,0.0,0.0,0.0,1.0,146.18,109.64,36.54,0.8966,1,0
REQ-000137,7,DOWNTOWN,FINANCIAL_DISTRICT,STANDARD,12.72,37.9,CLEAR,0.0,10.0,9.1,0.61,1,48,71,1.48,REGULAR,32.16,0.0,0.479,0.168,0.2,1.85,59.5,47.36,12.14,0.53,1,0
REQ-000138,17,TECH_CORRIDOR,SUBURB_NORTH,STANDARD,2.43,6.8,BLIZZARD,20.7,2.5,-2.9,0.45,1,17,40,2.35,REGULAR,8.42,1.2,0.206,0.472,0.25,3.13,26.35,21.56,4.79,0.0496,0,0
REQ-000139,14,AIRPORT,SUBURB_NORTH,PREMIUM,4.05,12.7,DRIZZLE,0.0,10.0,31.7,0.32,0,49,14,0.29,REGULAR,30.13,0.1,0.023,0.0,0.0,1.12,33.75,25.67,8.08,0.8667,1,0
REQ-000140,2,TECH_CORRIDOR,SUBURB_NORTH,STANDARD,18.56,51.7,CLEAR,0.0,10.0,16.7,0.28,0,41,15,0.37,REGULAR,44.29,0.017,0.011,0.0,0.15,1.18,52.26,39.99,12.27,0.8492,0,0
REQ-000141,8,TECH_CORRIDOR,SUBURB_NORTH,XL,3.21,6.1,HEAVY_RAIN,42.5,0.6,30.1,0.83,0,53,60,1.13,PLATINUM,16.4,1.2,0.659,0.0,0.2,3.06,50.18,41.01,9.17,0.1252,0,0
REQ-000142,12,TECH_CORRIDOR,FINANCIAL_DISTRICT,PREMIUM,19.6,50.1,RAIN,4.7,8.0,24.6,0.44,1,35,39,1.11,GOLD,105.47,0.303,0.2,0.0,0.0,1.5,158.2,123.92,34.28,0.8085,1,0
REQ-000143,14,TECH_CORRIDOR,SUBURB_NORTH,XL,2.77,6.0,CLEAR,0.0,10.0,14.6,0.22,0,13,47,3.62,GOLD,15.42,0.064,0.001,0.917,0.0,1.98,30.53,24.41,6.12,0.5715,0,0
REQ-000144,4,DOWNTOWN,SUBURB_NORTH,COMFORT,11.88,34.4,RAIN,6.8,4.4,5.1,0.19,0,19,65,3.42,REGULAR,39.58,0.327,0.0,0.847,0.0,2.17,85.89,69.05,16.84,0.3434,0,0
REQ-000145,19,SUBURB_NORTH,DOWNTOWN,STANDARD,4.33,11.2,DRIZZLE,0.0,10.0,13.8,0.53,0,43,41,0.95,REGULAR,12.33,0.1,0.272,0.0,0.25,1.62,19.97,15.74,4.23,0.662,1,0
REQ-000146,4,SUBURB_NORTH,FINANCIAL_DISTRICT,COMFORT,8.99,19.6,CLEAR,0.0,10.0,16.7,0.24,1,24,41,1.71,GOLD,28.15,0.0,0.123,0.248,0.0,1.37,38.57,29.97,8.6,0.8522,1,0
REQ-000147,12,TECH_CORRIDOR,FINANCIAL_DISTRICT,PREMIUM,4.78,10.6,CLEAR,0.0,10.0,21.7,0.18,0,49,27,0.55,REGULAR,30.39,0.023,0.0,0.0,0.0,1.02,31.0,23.31,7.69,0.8921,1,0
REQ-000148,10,FINANCIAL_DISTRICT,TECH_CORRIDOR,XL,6.62,15.6,CLEAR,0.0,10.0,23.8,0.28,0,60,60,1.0,REGULAR,29.26,0.0,0.011,0.0,0.0,1.01,29.55,22.19,7.36,0.8944,0,0
REQ-000149,22,FINANCIAL_DISTRICT,AIRPORT,STANDARD,26.78,65.5,CLEAR,0.0,10.0,26.5,0.08,0,51,73,1.43,REGULAR,59.4,0.031,0.0,0.15,0.0,1.18,70.09,53.64,16.45,0.8492,1,0
REQ-000150,19,AIRPORT,FINANCIAL_DISTRICT,PREMIUM,22.52,42.9,CLEAR,0.0,10.0,15.8,0.81,0,58,56,0.97,GOLD,107.52,0.0,0.629,0.0,0.25,1.88,202.14,161.07,41.07,0.629,0,0
REQ-000151,11,TECH_CORRIDOR,DOWNTOWN,STANDARD,21.99,59.8,CLEAR,0.0,10.0,21.5,0.31,0,29,65,2.24,REGULAR,51.42,0.0,0.02,0.434,0.0,1.45,74.56,58.23,16.33,0.7465,1,0
REQ-000152,21,FINANCIAL_DISTRICT,AIRPORT,PREMIUM,11.73,28.7,DRIZZLE,0.0,10.0,18.5,0.06,1,34,20,0.59,REGULAR,65.23,0.1,0.12,0.0,0.0,1.22,79.58,61.12,18.46,0.8364,0,0
REQ-000153,16,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,10.92,31.6,CLEAR,0.0,10.0,17.9,0.33,0,59,24,0.41,REGULAR,47.89,0.0,0.027,0.0,0.0,1.03,49.33,37.14,12.19,0.8897,1,0
REQ-000154,10,DOWNTOWN,AIRPORT,COMFORT,15.42,39.7,DRIZZLE,0.0,10.0,30.9,0.21,0,35,60,1.71,REGULAR,47.81,0.1,0.0,0.248,0.0,1.35,64.54,50.08,14.46,0.7892,1,0
REQ-000155,6,FINANCIAL_DISTRICT,TECH_CORRIDOR,PREMIUM,12.11,33.7,CLEAR,0.0,10.0,24.0,0.28,0,31,51,1.65,REGULAR,70.56,0.021,0.011,0.227,0.0,1.26,88.91,68.52,20.39,0.8229,1,0
REQ-000156,11,SUBURB_NORTH,AIRPORT,PREMIUM,17.89,46.9,CLEAR,0.0,10.0,17.4,0.32,0,45,20,0.44,REGULAR,97.95,0.0,0.023,0.0,0.0,1.02,99.91,75.13,24.78,0.8921,1,0
REQ-000157,16,FINANCIAL_DISTRICT,SUBURB_NORTH,STANDARD,6.76,18.7,CLEAR,0.0,10.0,21.1,0.22,0,49,32,0.65,REGULAR,17.99,0.0,0.001,0.0,0.0,1.0,17.99,13.49,4.5,0.8966,1,0
REQ-000158,11,FINANCIAL_DISTRICT,AIRPORT,XL,23.89,63.7,SNOW,8.8,4.8,-6.6,0.21,0,36,72,2.0,REGULAR,94.39,0.631,0.0,0.35,0.0,1.98,186.89,149.42,37.47,0.4521,0,0
REQ-000159,5,FINANCIAL_DISTRICT,SUBURB_NORTH,STANDARD,9.15,23.4,RAIN,9.8,7.1,18.4,0.28,0,31,79,2.55,GOLD,22.63,0.36,0.011,0.542,0.0,1.91,43.22,34.47,8.75,0.6121,1,0
REQ-000160,7,SUBURB_NORTH,FINANCIAL_DISTRICT,PREMIUM,4.66,13.8,CLEAR,0.0,10.0,32.0,0.56,0,15,40,2.67,REGULAR,32.78,0.0,0.303,0.584,0.2,2.09,68.51,54.96,13.55,0.3879,0,0
REQ-000161,6,AIRPORT,TECH_CORRIDOR,COMFORT,18.02,52.2,RAIN,9.8,6.1,21.1,0.44,0,40,22,0.55,REGULAR,57.72,0.36,0.08,0.0,0.0,1.44,83.12,64.88,18.24,0.751,1,0
REQ-000162,4,SUBURB_NORTH,DOWNTOWN,XL,24.54,48.5,CLEAR,0.0,10.0,24.2,0.35,0,44,44,1.0,REGULAR,86.63,0.031,0.034,0.0,0.0,1.06,91.83,69.39,22.44,0.8825,1,0
REQ-000163,11,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,15.41,33.7,CLEAR,0.0,10.0,18.2,0.4,0,37,55,1.49,GOLD,79.8,0.0,0.058,0.171,0.0,1.23,98.15,75.45,22.7,0.8897,1,0
REQ-000164,10,SUBURB_NORTH,FINANCIAL_DISTRICT,PREMIUM,23.45,58.5,HEAVY_RAIN,33.5,1.9,20.3,0.19,0,14,68,4.86,REGULAR,123.39,0.987,0.0,1.2,0.0,3.19,393.61,322.23,71.38,0.0433,0,0
REQ-000165,6,FINANCIAL_DISTRICT,TECH_CORRIDOR,PREMIUM,2.02,6.3,FOG,0.0,10.0,29.6,0.17,0,13,56,4.31,REGULAR,19.01,0.246,0.0,1.158,0.0,2.4,45.62,36.88,8.74,0.2315,0,0
REQ-000166,7,FINANCIAL_DISTRICT,DOWNTOWN,PREMIUM,18.27,51.5,CLEAR,0.0,10.0,7.5,0.5,1,45,38,0.84,REGULAR,102.93,0.0,0.24,0.0,0.2,1.44,148.22,115.69,32.53,0.751,1,0
REQ-000167,4,DOWNTOWN,SUBURB_NORTH,STANDARD,27.69,66.2,CLEAR,0.0,10.0,11.2,0.37,1,31,48,1.55,REGULAR,60.78,0.0,0.163,0.193,0.0,1.36,82.66,64.18,18.48,0.7852,1,0
REQ-000168,20,FINANCIAL_DISTRICT,AIRPORT,STANDARD,15.79,28.6,CLEAR,0.0,10.0,14.5,0.35,0,36,37,1.03,REGULAR,32.75,0.0,0.034,0.0,0.0,1.03,33.73,25.4,8.33,0.8897,1,0
REQ-000169,4,DOWNTOWN,TECH_CORRIDOR,XL,27.04,60.6,CLEAR,0.0,10.0,22.4,0.29,0,52,13,0.25,GOLD,99.14,0.0,0.014,0.0,0.0,1.01,100.13,75.2,24.93,0.9319,1,0
REQ-000170,1,AIRPORT,FINANCIAL_DISTRICT,COMFORT,21.44,47.5,RAIN,12.5,5.0,15.4,0.31,1,8,56,7.0,PLATINUM,61.26,0.391,0.14,1.2,0.15,2.88,176.43,143.84,32.59,0.1806,1,0
REQ-000171,15,TECH_CORRIDOR,SUBURB_NORTH,XL,16.21,33.1,SNOW,12.2,4.1,-11.1,0.07,0,48,74,1.54,GOLD,59.9,0.759,0.0,0.189,0.0,1.95,116.8,93.29,23.51,0.589,1,0
REQ-000172,16,SUBURB_NORTH,DOWNTOWN,COMFORT,9.21,20.6,THUNDERSTORM,59.0,0.9,13.8,0.36,0,27,65,2.41,GOLD,28.97,1.2,0.039,0.493,0.0,2.73,79.09,64.33,14.76,0.1806,0,0
REQ-000173,19,DOWNTOWN,AIRPORT,STANDARD,26.04,51.1,DRIZZLE,0.0,10.0,13.4,0.73,1,53,27,0.51,GOLD,53.43,0.104,0.634,0.0,0.25,1.99,106.33,85.04,21.29,0.5656,1,0
REQ-000174,8,AIRPORT,SUBURB_NORTH,COMFORT,11.67,33.3,RAIN,4.4,7.6,14.0,0.64,0,48,19,0.4,REGULAR,38.74,0.299,0.395,0.0,0.2,1.89,73.22,58.36,14.86,0.506,0,0
REQ-000175,3,DOWNTOWN,TECH_CORRIDOR,COMFORT,11.56,24.9,HEAVY_RAIN,47.0,0.8,25.0,0.39,1,10,70,7.0,REGULAR,34.78,1.2,0.173,1.2,0.15,3.5,121.73,99.99,21.74,0.021,0,1
REQ-000176,23,FINANCIAL_DISTRICT,DOWNTOWN,PREMIUM,7.84,16.8,CLEAR,0.0,10.0,27.3,0.1,0,22,76,3.45,PLATINUM,44.23,0.0,0.0,0.858,0.15,2.01,88.9,71.14,17.76,0.6401,0,0
REQ-000177,2,DOWNTOWN,TECH_CORRIDOR,XL,22.11,49.4,DRIZZLE,0.0,10.0,5.2,0.28,0,37,57,1.54,REGULAR,82.07,0.1,0.011,0.189,0.15,1.45,119.0,92.94,26.06,0.7465,1,0
REQ-000178,7,FINANCIAL_DISTRICT,AIRPORT,COMFORT,2.17,5.2,CLEAR,0.0,10.0,22.2,0.4,0,32,49,1.53,REGULAR,10.42,0.0,0.058,0.185,0.2,1.44,15.0,11.71,3.29,0.751,1,0
REQ-000179,4,FINANCIAL_DISTRICT,TECH_CORRIDOR,PREMIUM,26.99,85.3,RAIN,4.1,7.7,29.2,0.33,0,13,22,1.69,REGULAR,156.07,0.296,0.027,0.241,0.0,1.56,243.47,191.34,52.13,0.6934,1,0
REQ-000180,7,SUBURB_NORTH,DOWNTOWN,STANDARD,13.31,41.9,CLEAR,0.0,10.0,28.0,0.58,0,36,44,1.22,REGULAR,34.3,0.059,0.325,0.077,0.2,1.66,56.94,44.97,11.97,0.6401,0,0
REQ-000181,10,FINANCIAL_DISTRICT,DOWNTOWN,COMFORT,4.75,11.5,CLEAR,0.0,10.0,19.5,0.13,0,15,21,1.4,REGULAR,17.51,0.071,0.0,0.14,0.0,1.21,21.19,16.26,4.93,0.8397,1,0
REQ-000182,2,TECH_CORRIDOR,DOWNTOWN,COMFORT,23.73,53.6,RAIN,14.6,5.6,6.3,0.38,0,36,80,2.22,REGULAR,67.77,0.414,0.048,0.427,0.15,2.04,138.25,110.74,27.51,0.4168,0,0
REQ-000183,7,FINANCIAL_DISTRICT,DOWNTOWN,STANDARD,3.6,10.4,CLEAR,0.0,10.0,27.2,0.68,0,24,19,0.79,REGULAR,11.14,0.0,0.446,0.0,0.2,1.65,18.38,14.51,3.87,0.6457,1,0
REQ-000184,10,SUBURB_NORTH,FINANCIAL_DISTRICT,STANDARD,25.53,75.6,CLEAR,0.0,10.0,30.4,0.42,0,39,13,0.33,REGULAR,61.37,0.0,0.069,0.0,0.0,1.07,65.67,49.68,15.99,0.88,1,0
REQ-000185,4,AIRPORT,FINANCIAL_DISTRICT,COMFORT,9.15,22.2,CLEAR,0.0,10.0,21.7,0.17,0,11,21,1.91,REGULAR,29.59,0.0,0.0,0.318,0.0,1.32,39.06,30.24,8.82,0.8009,1,0
REQ-000186,11,FINANCIAL_DISTRICT,AIRPORT,STANDARD,27.72,80.2,CLEAR,0.0,10.0,26.1,0.28,0,9,50,5.56,REGULAR,65.72,0.0,0.011,1.2,0.0,2.21,145.24,116.88,28.36,0.3221,1,0
REQ-000187,7,AIRPORT,DOWNTOWN,PREMIUM,15.77,45.3,BLIZZARD,24.0,2.1,-2.8,0.43,0,59,59,1.0,REGULAR,90.66,1.2,0.074,0.0,0.2,2.47,223.93,181.27,42.66,0.2029,0,0
REQ-000188,22,FINANCIAL_DISTRICT,AIRPORT,COMFORT,17.41,51.0,CLEAR,0.0,10.0,21.0,0.19,0,20,73,3.65,REGULAR,56.18,0.0,0.0,0.927,0.0,1.93,108.43,86.55,21.88,0.482,1,0
REQ-000189,16,DOWNTOWN,FINANCIAL_DISTRICT,STANDARD,8.05,17.0,CLEAR,0.0,10.0,14.0,0.37,0,59,51,0.86,REGULAR,19.01,0.0,0.043,0.0,0.0,1.04,19.77,14.9,4.87,0.8874,1,0
REQ-000190,21,FINANCIAL_DISTRICT,DOWNTOWN,XL,26.97,62.7,CLEAR,0.0,10.0,7.7,0.1,0,58,72,1.24,REGULAR,100.26,0.0,0.0,0.084,0.0,1.08,108.28,82.01,26.27,0.8774,1,0
REQ-000191,12,TECH_CORRIDOR,AIRPORT,COMFORT,19.3,56.7,CLEAR,0.0,10.0,23.6,0.34,0,33,14,0.42,REGULAR,61.86,0.0,0.03,0.0,0.0,1.03,63.72,47.98,15.74,0.8897,1,0
REQ-000192,23,TECH_CORRIDOR,FINANCIAL_DISTRICT,STANDARD,26.35,52.6,CLEAR,0.0,10.0,14.4,0.3,0,50,52,1.04,REGULAR,54.35,0.0,0.017,0.0,0.15,1.17,63.59,48.62,14.97,0.8522,1,0
REQ-000193,0,FINANCIAL_DISTRICT,DOWNTOWN,XL,8.67,16.9,CLEAR,0.0,10.0,16.8,0.12,0,30,79,2.63,REGULAR,34.35,0.0,0.0,0.57,0.15,1.72,59.08,46.78,12.3,0.6064,0,0
REQ-000194,1,TECH_CORRIDOR,FINANCIAL_DISTRICT,COMFORT,13.73,40.1,CLEAR,0.0,10.0,13.6,0.08,0,54,19,0.35,REGULAR,45.2,0.067,0.0,0.0,0.15,1.22,55.14,42.35,12.79,0.8364,0,0
REQ-000195,20,DOWNTOWN,SUBURB_NORTH,PREMIUM,20.32,48.8,CLEAR,0.0,10.0,29.0,0.09,0,52,80,1.54,GOLD,106.38,0.0,0.0,0.189,0.0,1.19,126.59,96.96,29.63,0.8988,1,0
REQ-000196,18,AIRPORT,SUBURB_NORTH,XL,8.18,15.3,CLEAR,0.0,10.0,18.3,0.4,1,60,71,1.18,REGULAR,32.36,0.0,0.178,0.0,0.25,1.43,46.27,36.09,10.18,0.7555,1,0
REQ-000197,12,FINANCIAL_DISTRICT,SUBURB_NORTH,STANDARD,14.31,28.1,CLEAR,0.0,10.0,29.2,0.31,0,32,57,1.78,REGULAR,30.72,0.0,0.02,0.273,0.0,1.29,39.63,30.61,9.02,0.8121,1,0
REQ-000198,1,SUBURB_NORTH,TECH_CORRIDOR,XL,7.88,17.1,CLEAR,0.0,10.0,23.8,0.32,0,56,39,0.7,REGULAR,32.81,0.0,0.023,0.0,0.15,1.17,38.39,29.35,9.04,0.8522,1,0
REQ-000199,9,TECH_CORRIDOR,SUBURB_NORTH,PREMIUM,16.89,36.0,CLEAR,0.0,10.0,29.4,0.63,0,51,28,0.55,REGULAR,85.89,0.0,0.382,0.0,0.2,1.58,135.71,106.76,28.95,0.6831,0,0
REQ-000200,13,FINANCIAL_DISTRICT,AIRPORT,COMFORT,23.02,45.5,CLEAR,0.0,10.0,23.4,0.38,1,46,43,0.93,REGULAR,62.96,0.0,0.168,0.0,0.0,1.17,73.66,56.31,17.35,0.8522,1,0
REQ-000201,8,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,16.47,42.4,CLEAR,0.0,10.0,29.8,0.72,0,15,63,4.2,REGULAR,90.16,0.0,0.497,1.12,0.2,2.82,254.25,207.1,47.15,0.099,0,0
REQ-000202,9,TECH_CORRIDOR,DOWNTOWN,STANDARD,16.63,32.3,HEAVY_RAIN,55.2,2.7,12.1,0.66,0,33,28,0.85,REGULAR,35.09,1.13,0.42,0.0,0.2,2.75,96.5,78.52,17.98,0.1151,0,0
REQ-000203,7,SUBURB_NORTH,DOWNTOWN,PREMIUM,25.13,56.9,CLEAR,0.0,10.0,17.8,0.57,0,27,45,1.67,GOLD,126.72,0.0,0.314,0.234,0.2,1.75,221.76,175.82,45.94,0.6985,0,0
REQ-000204,10,DOWNTOWN,AIRPORT,COMFORT,9.81,27.9,CLEAR,0.0,10.0,16.3,0.13,0,55,72,1.31,GOLD,33.24,0.0,0.0,0.109,0.0,1.11,36.9,28.04,8.86,0.915,1,0
REQ-000205,4,DOWNTOWN,AIRPORT,STANDARD,10.09,25.3,RAIN,9.3,6.3,9.7,0.13,1,10,68,6.8,REGULAR,24.47,0.399,0.12,1.2,0.0,2.72,66.56,54.13,12.43,0.1226,0,0
REQ-000206,20,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,23.41,58.7,THUNDERSTORM,47.2,1.1,18.2,0.43,0,30,30,1.0,GOLD,90.38,1.2,0.074,0.0,0.0,2.27,205.16,165.35,39.81,0.3994,1,0
REQ-000207,18,DOWNTOWN,SUBURB_NORTH,STANDARD,12.05,24.4,RAIN,5.6,4.9,11.1,0.69,0,57,11,0.19,REGULAR,26.6,0.313,0.46,0.0,0.25,2.02,53.73,43.01,10.72,0.4285,1,0
REQ-000208,9,FINANCIAL_DISTRICT,DOWNTOWN,COMFORT,8.56,25.1,RAIN,11.5,5.1,29.2,0.61,0,41,60,1.46,REGULAR,29.92,0.416,0.359,0.161,0.2,2.14,64.03,51.43,12.6,0.3599,1,0
REQ-000209,10,AIRPORT,SUBURB_NORTH,XL,19.79,49.0,FOG,0.0,10.0,22.3,0.15,0,27,34,1.26,REGULAR,76.96,0.24,0.0,0.091,0.0,1.33,102.36,79.31,23.05,0.7971,1,0
REQ-000210,20,DOWNTOWN,TECH_CORRIDOR,XL,19.7,55.4,CLEAR,0.0,10.0,13.0,0.21,0,44,34,0.77,REGULAR,80.61,0.054,0.0,0.0,0.0,1.05,84.64,63.88,20.76,0.8849,1,0
REQ-000211,21,TECH_CORRIDOR,SUBURB_NORTH,XL,15.19,45.3,HEAVY_RAIN,27.2,0.7,8.5,0.37,0,51,52,1.02,REGULAR,65.08,1.036,0.043,0.0,0.0,2.08,135.37,108.56,26.81,0.3936,1,0
REQ-000212,8,FINANCIAL_DISTRICT,SUBURB_NORTH,PREMIUM,22.49,50.9,DRIZZLE,0.0,10.0,17.5,0.42,0,47,19,0.4,REGULAR,114.24,0.1,0.069,0.0,0.2,1.37,156.51,121.61,34.9,0.7811,1,0
REQ-000213,4,DOWNTOWN,TECH_CORRIDOR,XL,12.74,38.5,CLEAR,0.0,10.0,10.4,0.28,0,28,33,1.18,GOLD,55.85,0.0,0.011,0.0,0.0,1.01,56.41,42.36,14.05,0.9319,1,0
